Description,Part Number,Manufacturer,Cost Price,Trade Price,Sell Price (Tier 1 (Buy)),Group (Ignored for Updates),Subgroup 1 (Ignored for Updates),Search Terms,Notes
Linen - Zenitude (Diva 184) 1007314,WO44391PAN,Panaget,52.75,52.75,74.16666666666667,Wood,Plank,Panaget Linen - Zenitude (Diva 184) 1007314,"Price per SQM: £89.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Linen - Zenitude (Sonate 140) 1007268,WO40805PAN,Panaget,57.43,57.43,80.0,Wood,Plank,Panaget Linen - Zenitude (Sonate 140) 1007268,Price per SQM: £96.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Miel - Authentic (Diva 139 Click) 1019705,WO60706PAN,Panaget,41.4,41.4,62.5,Wood,Plank,Panaget Miel - Authentic (Diva 139 Click) 1019705,Price per SQM: £75.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Miel - Authentic (Diva 184) 1019170,WO21964PAN,Panaget,56.1,56.1,78.33333333333333,Wood,Plank,Panaget Miel - Authentic (Diva 184) 1019170,"Price per SQM: £94.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Natural Oil - Authentic (Sonate 90) 1000026,WO13133PAN,Panaget,60.54,60.54,85.0,Wood,Plank,Panaget Natural Oil - Authentic (Sonate 90) 1000026,Price per SQM: £102.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Natural Oil - Salvaggio (Diva 139) 1014172,WO99719PAN,Panaget,60.15,60.15,84.16666666666666,Wood,Plank,Panaget Natural Oil - Salvaggio (Diva 139) 1014172,"Price per SQM: £101.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Opale - Authentic (Diva 184) 1000060,WO94446PAN,Panaget,51.3,51.3,71.66666666666667,Wood,Plank,Panaget Opale - Authentic (Diva 184) 1000060,Price per SQM: £86.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Opale - Classic (Diva 139) 1006162,WO99698PAN,Panaget,45.95,45.95,69.16666666666667,Wood,Plank,Panaget Opale - Classic (Diva 139) 1006162,Price per SQM: £83.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Rafia - Zenitude (Diva 184) 1007325,WO19963PAN,Panaget,52.75,52.75,74.16666666666667,Wood,Plank,Panaget Rafia - Zenitude (Diva 184) 1007325,"Price per SQM: £89.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Sable - Authentic (Diva 223) 1017302,WO47556PAN,Panaget,72.85,72.85,101.66666666666666,Wood,Plank,Panaget Sable - Authentic (Diva 223) 1017302,Price per SQM: £122.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Sable - Origine (Diva 184) 1016635,WO74187PAN,Panaget,57.75,57.75,80.83333333333334,Wood,Plank,Panaget Sable - Origine (Diva 184) 1016635,Price per SQM: £97.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
Sable - Zenitude (Diva 139) 1016633,WO14989PAN,Panaget,48.0,48.0,71.66666666666667,Wood,Plank,Panaget Sable - Zenitude (Diva 139) 1016633,Price per SQM: £86.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Sable - Zenitude (Diva 139) 1017898,WO32944PAN,Panaget,37.65,37.65,58.33333333333333,Wood,Plank,Panaget Sable - Zenitude (Diva 139) 1017898,Price per SQM: £70.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Saphir - Authentic (Diva 139) 1019706,WO86817PAN,Panaget,41.4,41.4,62.5,Wood,Plank,Panaget Saphir - Authentic (Diva 139) 1019706,Price per SQM: £75.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Saphir - Authentic (Diva 184) 1000069,WO55092PAN,Panaget,56.1,56.1,78.33333333333333,Wood,Plank,Panaget Saphir - Authentic (Diva 184) 1000069,"Price per SQM: £94.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Satin - Authentic (Sonate 90) 1000027,WO89971PAN,Panaget,60.54,60.54,85.0,Wood,Plank,Panaget Satin - Authentic (Sonate 90) 1000027,Price per SQM: £102.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Satin - Classic (Diva 139) 1005748,WO33441PAN,Panaget,68.0,68.0,95.0,Wood,Plank,Panaget Satin - Classic (Diva 139) 1005748,Price per SQM: £114.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Satin - Classic (Diva 90) 1005768,WO35992PAN,Panaget,48.0,48.0,71.66666666666667,Wood,Plank,Panaget Satin - Classic (Diva 90) 1005768,Price per SQM: £86.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Shabi Chaux - Zenitude (Alto 139) 1017702,WO83439PAN,Panaget,46.52,46.52,70.0,Wood,Plank,Panaget Shabi Chaux - Zenitude (Alto 139) 1017702,Price per SQM: £84.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Topaze - Authentic (Diva 139) 1000297,WO47702PAN,Panaget,45.45,45.45,68.33333333333333,Wood,Plank,Panaget Topaze - Authentic (Diva 139) 1000297,Price per SQM: £82.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Topaze - Authentic (Diva 184) 1000070,WO78511PAN,Panaget,56.1,56.1,78.33333333333333,Wood,Plank,Panaget Topaze - Authentic (Diva 184) 1000070,Price per SQM: £94.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
Topaze - Authentic (Diva 223) 1016986,WO37940PAN,Panaget,72.85,72.85,101.66666666666666,Wood,Plank,Panaget Topaze - Authentic (Diva 223) 1016986,Price per SQM: £122.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Topaze - Authentic (Herringbone 139) 1016618,WO46287PAN,Panaget,58.9,58.9,82.5,Wood,Herringbone,Panaget Topaze - Authentic (Herringbone 139) 1016618,Price per SQM: £99.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
Topaze - Authentic (Sonate 140) 1000034,WO80712PAN,Panaget,65.82,65.82,92.5,Wood,Plank,Panaget Topaze - Authentic (Sonate 140) 1000034,Price per SQM: £111.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Topaze - Classic (Chevron 90) 1005735,WO73772PAN,Panaget,69.95,69.95,98.33333333333334,Wood,Chevron,Panaget Topaze - Classic (Chevron 90) 1005735,Price per SQM: £118.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Topaze - Classic (Diva 184) 1006158,WO77551PAN,Panaget,59.0,59.0,82.5,Wood,Plank,Panaget Topaze - Classic (Diva 184) 1006158,Price per SQM: £99.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Topaze - Classic/Authentic (Herringbone 90) 1020644,WO11235PAN,Panaget,44.2,44.2,66.66666666666667,Wood,Herringbone,Panaget Topaze - Classic/Authentic (Herringbone 90) 1020644,Price per SQM: £80.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Topaze - Tradition (Alto 139) 1017700,WO29524PAN,Panaget,46.52,46.52,70.0,Wood,Plank,Panaget Topaze - Tradition (Alto 139) 1017700,Price per SQM: £84.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Tourbe - Zenitude (Diva 184) 1014165,WO62056PAN,Panaget,52.75,52.75,74.16666666666667,Wood,Plank,Panaget Tourbe - Zenitude (Diva 184) 1014165,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
Tourbe - Zenitude/Origine (Diva 184) 1006552,WO86987PAN,Panaget,57.75,57.75,80.83333333333334,Wood,Plank,Panaget Tourbe - Zenitude/Origine (Diva 184) 1006552,Price per SQM: £97.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Tufeau - Authentic (Diva 139) 1019707,WO96380PAN,Panaget,41.4,41.4,62.5,Wood,Plank,Panaget Tufeau - Authentic (Diva 139) 1019707,Price per SQM: £75.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Tufeau - Authentic (Diva 184) 1014185,WO75688PAN,Panaget,77.23,77.23,108.33333333333334,Wood,Plank,Panaget Tufeau - Authentic (Diva 184) 1014185,Price per SQM: £130.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Tufeau - Authentic (Herringbone 90) 1016743,WO88305PAN,Panaget,44.2,44.2,66.66666666666667,Wood,Herringbone,Panaget Tufeau - Authentic (Herringbone 90) 1016743,"Price per SQM: £80.00 inc VAT; Locations: Twickenham, Richmond; Updated: 29-May-2024; Data synced from Rakata"
Tufeau - Zenitude (Diva 184) 1006551,WO73968PAN,Panaget,57.75,57.75,80.83333333333334,Wood,Plank,Panaget Tufeau - Zenitude (Diva 184) 1006551,Price per SQM: £97.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Tufeau - Zenitude (Diva 184) 1007326,WO31883PAN,Panaget,52.75,52.75,74.16666666666667,Wood,Plank,Panaget Tufeau - Zenitude (Diva 184) 1007326,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
Tufeau - Zenitude/Origine (Herringbone 139) 1007658,WO91511PAN,Panaget,52.75,52.75,74.16666666666667,Wood,Herringbone,Panaget Tufeau - Zenitude/Origine (Herringbone 139) 1007658,Price per SQM: £89.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
White Oil - Zenitude (Diva 184) 1007644,WO28556PAN,Panaget,37.65,37.65,58.33333333333333,Wood,Plank,Panaget White Oil - Zenitude (Diva 184) 1007644,Price per SQM: £70.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
Classic 3025 - Brushed & Matt Lacquer 1744854,WO82868PAR,Parador,36.39075,36.39075,61.66666666666667,Wood,Plank,Parador Classic 3025 - Brushed & Matt Lacquer 1744854,Price per SQM: £74.00 inc VAT; Locations: None; Data synced from Rakata
Classic 3025 - Oak Matt Lacquer 1744847,WO55496PAR,Parador,34.7985,34.7985,59.16666666666667,Wood,Plank,Parador Classic 3025 - Oak Matt Lacquer 1744847,Price per SQM: £71.00 inc VAT; Locations: None; Data synced from Rakata
Classic 3025 - Oak Soft Texture 1744846,WO35589PAR,Parador,38.70075,38.70075,62.5,Wood,Plank,Parador Classic 3025 - Oak Soft Texture 1744846,Price per SQM: £75.00 inc VAT; Locations: None; Data synced from Rakata
Classic 3025 - Oak White Natural Oil 1744853,WO54207PAR,Parador,36.72075,36.72075,61.66666666666667,Wood,Plank,Parador Classic 3025 - Oak White Natural Oil 1744853,Price per SQM: £74.00 inc VAT; Locations: None; Data synced from Rakata
Classic 3060 - Graphite 3-Strip 1739901,WO85242PAR,Parador,25.35225,25.35225,50.0,Wood,Plank,Parador Classic 3060 - Graphite 3-Strip 1739901,Price per SQM: £60.00 inc VAT; Locations: None; Data synced from Rakata
Classic 3060 - Indian Breeze 1744434,WO93824PAR,Parador,86.46825,86.46825,120.83333333333334,Wood,Plank,Parador Classic 3060 - Indian Breeze 1744434,Price per SQM: £145.00 inc VAT; Locations: None; Data synced from Rakata
Classic 3060 - Oak 3-Strip 1247126,WO58768PAR,Parador,24.98925,24.98925,49.16666666666667,Wood,Plank,Parador Classic 3060 - Oak 3-Strip 1247126,Price per SQM: £59.00 inc VAT; Locations: None; Data synced from Rakata
Classic 3060 - Oak Brushed & Natural Oil 1739910,WO97693PAR,Parador,36.861,36.861,60.0,Wood,Plank,Parador Classic 3060 - Oak Brushed & Natural Oil 1739910,Price per SQM: £72.00 inc VAT; Locations: None; Data synced from Rakata
Classic 3060 - Oak Pure 1739912,WO48778PAR,Parador,36.861,36.861,60.0,Wood,Plank,Parador Classic 3060 - Oak Pure 1739912,Price per SQM: £72.00 inc VAT; Locations: None; Data synced from Rakata
Classic 3060 - Oak Smoked 1518242,WO35313PAR,Parador,50.754,50.754,75.83333333333333,Wood,Plank,Parador Classic 3060 - Oak Smoked 1518242,Price per SQM: £91.00 inc VAT; Locations: None; Data synced from Rakata
Classic 3060 - Oak Soft Texture 1739902,WO61251PAR,Parador,36.68775,36.68775,61.66666666666667,Wood,Plank,Parador Classic 3060 - Oak Soft Texture 1739902,Price per SQM: £74.00 inc VAT; Locations: None; Data synced from Rakata
Classic 3060 - Oak White 1518128,WO65243PAR,Parador,38.082,38.082,61.66666666666667,Wood,Plank,Parador Classic 3060 - Oak White 1518128,Price per SQM: £74.00 inc VAT; Locations: None; Data synced from Rakata
Classic 3060 - Sanded Extra Matt 1744433,WO95455PAR,Parador,44.47575,44.47575,71.66666666666667,Wood,Plank,Parador Classic 3060 - Sanded Extra Matt 1744433,Price per SQM: £86.00 inc VAT; Locations: None; Data synced from Rakata
Classic 3060 - Thermo Oak 1739924,WO85513PAR,Parador,50.96025,50.96025,75.83333333333333,Wood,Plank,Parador Classic 3060 - Thermo Oak 1739924,Price per SQM: £91.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 3 (Herringbone) - Black 1601584,WO37770PAR,Parador,44.187,44.187,70.83333333333333,Wood,Herringbone,Parador Trendtime 3 (Herringbone) - Black 1601584,Price per SQM: £85.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 3 (Herringbone) - Castle Extra Matt 1744422,WO13996PAR,Parador,44.187,44.187,70.83333333333333,Wood,Herringbone,Parador Trendtime 3 (Herringbone) - Castle Extra Matt 1744422,Price per SQM: £85.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 3 (Herringbone) - Chalet Extra Matt 1744423,WO87654PAR,Parador,44.187,44.187,70.83333333333333,Wood,Herringbone,Parador Trendtime 3 (Herringbone) - Chalet Extra Matt 1744423,Price per SQM: £85.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 3 (Herringbone) - Nougat 1739933,WO59748PAR,Parador,44.187,44.187,70.83333333333333,Wood,Herringbone,Parador Trendtime 3 (Herringbone) - Nougat 1739933,Price per SQM: £85.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 3 (Herringbone) - Oak Cream 1739932,WO97263PAR,Parador,44.187,44.187,70.83333333333333,Wood,Herringbone,Parador Trendtime 3 (Herringbone) - Oak Cream 1739932,Price per SQM: £85.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 3 (Herringbone) - Oak Matt 1601582,WO38690PAR,Parador,43.5435,43.5435,70.0,Wood,Herringbone,Parador Trendtime 3 (Herringbone) - Oak Matt 1601582,Price per SQM: £84.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 3 (Herringbone) - Oak Natural Oil 1739935,WO80284PAR,Parador,44.187,44.187,70.83333333333333,Wood,Herringbone,Parador Trendtime 3 (Herringbone) - Oak Natural Oil 1739935,Price per SQM: £85.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 3 (Herringbone) - Oak Pure 1601580,WO58036PAR,Parador,43.5435,43.5435,70.0,Wood,Herringbone,Parador Trendtime 3 (Herringbone) - Oak Pure 1601580,Price per SQM: £84.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 3 (Herringbone) - Oak Smoked 1744419,WO67729PAR,Parador,48.83175,48.83175,72.5,Wood,Herringbone,Parador Trendtime 3 (Herringbone) - Oak Smoked 1744419,Price per SQM: £87.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 3 (Herringbone) - Walnut 1743195,WO17279PAR,Parador,57.75,57.75,85.0,Wood,Herringbone,Parador Trendtime 3 (Herringbone) - Walnut 1743195,Price per SQM: £102.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 4 - Askada Extra Matt 1744426,WO45983PAR,Parador,40.128,40.128,65.0,Wood,Plank,Parador Trendtime 4 - Askada Extra Matt 1744426,Price per SQM: £78.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 4 - Castle Extra Matt 1744425,WO19732PAR,Parador,40.128,40.128,65.0,Wood,Plank,Parador Trendtime 4 - Castle Extra Matt 1744425,Price per SQM: £78.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 4 - Chalet Extra Matt 1744427,WO12123PAR,Parador,40.128,40.128,65.0,Wood,Plank,Parador Trendtime 4 - Chalet Extra Matt 1744427,Price per SQM: £78.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 4 - Nougat 1739938,WO86088PAR,Parador,40.128,40.128,65.0,Wood,Plank,Parador Trendtime 4 - Nougat 1739938,Price per SQM: £78.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 4 - Oak Cream 1739937,WO44870PAR,Parador,40.128,40.128,65.0,Wood,Plank,Parador Trendtime 4 - Oak Cream 1739937,Price per SQM: £78.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 4 - Walnut Antique 1518200,WO78742PAR,Parador,71.775,71.775,105.0,Wood,Plank,Parador Trendtime 4 - Walnut Antique 1518200,Price per SQM: £126.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 4 - Walnut Matt 1257369,WO83554PAR,Parador,81.60075,81.60075,114.16666666666666,Wood,Plank,Parador Trendtime 4 - Walnut Matt 1257369,Price per SQM: £137.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 6 - Beech White Sawn 1739940,WO84219PAR,Parador,28.875,28.875,53.33333333333333,Wood,Plank,Parador Trendtime 6 - Beech White Sawn 1739940,Price per SQM: £64.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 6 - Maple 3-Strip Vintage Sawn 1744428,WO28696PAR,Parador,24.98925,24.98925,49.16666666666667,Wood,Plank,Parador Trendtime 6 - Maple 3-Strip Vintage Sawn 1744428,Price per SQM: £59.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 6 - Noir Sawn 1739943,WO84087PAR,Parador,44.55,44.55,71.66666666666667,Wood,Plank,Parador Trendtime 6 - Noir Sawn 1739943,Price per SQM: £86.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 8 - Elephant Skin 1739952,WO42824PAR,Parador,43.4775,43.4775,70.0,Wood,Plank,Parador Trendtime 8 - Elephant Skin 1739952,Price per SQM: £84.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 8 - Handscraped & Brushed 1739953,WO65782PAR,Parador,42.438,42.438,68.33333333333333,Wood,Plank,Parador Trendtime 8 - Handscraped & Brushed 1739953,Price per SQM: £82.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 8 - Limed Handcrafted 1739950,WO49160PAR,Parador,36.65475,36.65475,61.66666666666667,Wood,Plank,Parador Trendtime 8 - Limed Handcrafted 1739950,Price per SQM: £74.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 8 - Multiplank 1744429,WO68083PAR,Parador,43.4775,43.4775,70.0,Wood,Plank,Parador Trendtime 8 - Multiplank 1744429,Price per SQM: £84.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 8 - Natural Oil Handcrafted 1739944,WO86852PAR,Parador,36.65475,36.65475,61.66666666666667,Wood,Plank,Parador Trendtime 8 - Natural Oil Handcrafted 1739944,Price per SQM: £74.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 8 - Pinot Loft Plank 1744430,WO79651PAR,Parador,43.4775,43.4775,70.0,Wood,Plank,Parador Trendtime 8 - Pinot Loft Plank 1744430,Price per SQM: £84.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 8 - Smoked Elephant Skin 1739954,WO32931PAR,Parador,47.16525,47.16525,70.83333333333333,Wood,Plank,Parador Trendtime 8 - Smoked Elephant Skin 1739954,Price per SQM: £85.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 8 - Smoked Grey Handcrafted 1739951,WO70582PAR,Parador,37.488,37.488,60.83333333333333,Wood,Plank,Parador Trendtime 8 - Smoked Grey Handcrafted 1739951,Price per SQM: £73.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 8 - Smoked Handscraped 1739955,WO23978PAR,Parador,45.44925,45.44925,73.33333333333333,Wood,Plank,Parador Trendtime 8 - Smoked Handscraped 1739955,Price per SQM: £88.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 8 - Smoked Natural Oil 1739945,WO14785PAR,Parador,37.488,37.488,60.83333333333333,Wood,Plank,Parador Trendtime 8 - Smoked Natural Oil 1739945,Price per SQM: £73.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 8 - Smoked Stone Handcrafted 1744432,WO25683PAR,Parador,37.488,37.488,60.83333333333333,Wood,Plank,Parador Trendtime 8 - Smoked Stone Handcrafted 1744432,Price per SQM: £73.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 8 - Smoked Trre Plank 1739956,WO72228PAR,Parador,47.34675,47.34675,70.83333333333333,Wood,Plank,Parador Trendtime 8 - Smoked Trre Plank 1739956,Price per SQM: £85.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 8 - Tree Plank 1739957,WO34247PAR,Parador,43.4775,43.4775,70.0,Wood,Plank,Parador Trendtime 8 - Tree Plank 1739957,Price per SQM: £84.00 inc VAT; Locations: None; Data synced from Rakata
Trendtime 8 - White Oil Handscraped 1739959,WO14044PAR,Parador,42.95775,42.95775,69.16666666666667,Wood,Plank,Parador Trendtime 8 - White Oil Handscraped 1739959,Price per SQM: £83.00 inc VAT; Locations: None; Data synced from Rakata
Asphalt Grey Oil (180),WO93390STA,Staki,58.15,58.15,79.16666666666667,Wood,Plank,Staki Asphalt Grey Oil (180),Price per SQM: £95.00 inc VAT; Locations: None; Data synced from Rakata
Asphalt Grey Oil (220),WO60261STA,Staki,68.16,68.16,90.83333333333334,Wood,Plank,Staki Asphalt Grey Oil (220),Price per SQM: £109.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
Brushed & Basalt Oil (180),WO93210STA,Staki,51.05,51.05,71.66666666666667,Wood,Plank,Staki Brushed & Basalt Oil (180),Price per SQM: £86.00 inc VAT; Locations: None; Data synced from Rakata
Brushed & Basalt Oil (220),WO70399STA,Staki,61.07,61.07,81.66666666666666,Wood,Plank,Staki Brushed & Basalt Oil (220),Price per SQM: £98.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
Blanc Oil (180),WO80279STA,Staki,49.42,49.42,70.83333333333333,Wood,Plank,Staki Blanc Oil (180),Price per SQM: £85.00 inc VAT; Locations: None; Data synced from Rakata
Blanc Oil (220),WO82490STA,Staki,59.42,59.42,80.83333333333334,Wood,Plank,Staki Blanc Oil (220),Price per SQM: £97.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
BP Lacquered (180),WO60875STA,Staki,49.96,49.96,70.83333333333333,Wood,Plank,Staki BP Lacquered (180),Price per SQM: £85.00 inc VAT; Locations: None; Data synced from Rakata
BP Lacquered (220),WO18557STA,Staki,59.97,59.97,80.83333333333334,Wood,Plank,Staki BP Lacquered (220),Price per SQM: £97.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
Cuba Lacquered (180),WO22752STA,Staki,52.15,52.15,72.5,Wood,Plank,Staki Cuba Lacquered (180),Price per SQM: £87.00 inc VAT; Locations: None; Data synced from Rakata
Cuba Lacquered (220),WO98207STA,Staki,62.16,62.16,85.0,Wood,Plank,Staki Cuba Lacquered (220),Price per SQM: £102.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
Grey Stone Oil (180),WO62884STA,Staki,53.79,53.79,74.16666666666667,Wood,Plank,Staki Grey Stone Oil (180),Price per SQM: £89.00 inc VAT; Locations: None; Data synced from Rakata
Grey Stone Oil (220),WO36299STA,Staki,63.79,63.79,85.83333333333334,Wood,Plank,Staki Grey Stone Oil (220),Price per SQM: £103.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
Oak Natural Oil (180),WO85322STA,Staki,48.87,48.87,69.16666666666667,Wood,Plank,Staki Oak Natural Oil (180),Price per SQM: £83.00 inc VAT; Locations: None; Data synced from Rakata
Oak Natural Oil (220),WO44228STA,Staki,58.88,58.88,80.0,Wood,Plank,Staki Oak Natural Oil (220),Price per SQM: £96.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
Smoked & Oiled (180),WO86114STA,Staki,51.05,51.05,71.66666666666667,Wood,Plank,Staki Smoked & Oiled (180),Price per SQM: £86.00 inc VAT; Locations: None; Data synced from Rakata
Smoked & Oiled (220),WO80362STA,Staki,61.07,61.07,82.5,Wood,Plank,Staki Smoked & Oiled (220),Price per SQM: £99.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
Tobacco Oil (180),WO94611STA,Staki,55.42,55.42,76.66666666666667,Wood,Plank,Staki Tobacco Oil (180),Price per SQM: £92.00 inc VAT; Locations: None; Data synced from Rakata
Tobacco Oil (220),WO91371STA,Staki,65.43,65.43,87.5,Wood,Plank,Staki Tobacco Oil (220),Price per SQM: £105.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
Walnut Oil (180),WO95414STA,Staki,49.42,49.42,70.0,Wood,Plank,Staki Walnut Oil (180),Price per SQM: £84.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
Walnut Oil (220),WO84048STA,Staki,59.42,59.42,80.0,Wood,Plank,Staki Walnut Oil (220),Price per SQM: £96.00 inc VAT; Locations: None; Data synced from Rakata
Brushed & White Oil (180),WO66710STA,Staki,51.05,51.05,71.66666666666667,Wood,Plank,Staki Brushed & White Oil (180),Price per SQM: £86.00 inc VAT; Locations: None; Data synced from Rakata
Brushed & White Oil (220),WO85810STA,Staki,61.07,61.07,82.5,Wood,Plank,Staki Brushed & White Oil (220),Price per SQM: £99.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
Ebony Oil (180),WO22814STA,Staki,49.42,49.42,70.0,Wood,Plank,Staki Ebony Oil (180),Price per SQM: £84.00 inc VAT; Locations: None; Data synced from Rakata
Ebony Oil (220),WO24894STA,Staki,59.42,59.42,80.83333333333334,Wood,Plank,Staki Ebony Oil (220),Price per SQM: £97.00 inc VAT; Locations: None; Data synced from Rakata
Rosewood Oil (180),WO11760STA,Staki,49.42,49.42,70.0,Wood,Plank,Staki Rosewood Oil (180),Price per SQM: £84.00 inc VAT; Locations: None; Data synced from Rakata
Rosewood Oil (220),WO31622STA,Staki,59.42,59.42,80.0,Wood,Plank,Staki Rosewood Oil (220),Price per SQM: £96.00 inc VAT; Locations: None; Data synced from Rakata
Unfinished (180),WO42740STA,Staki,44.51,44.51,65.0,Wood,Plank,Staki Unfinished (180),Price per SQM: £78.00 inc VAT; Locations: None; Data synced from Rakata
Unfinished (220),WO57840STA,Staki,49.42,49.42,70.0,Wood,Plank,Staki Unfinished (220),Price per SQM: £84.00 inc VAT; Locations: None; Data synced from Rakata
Glenariff Herringbone (70 mm),WO75456TED,Ted Todd,34.64,34.64,57.5,Wood,Herringbone,Ted Todd Glenariff Herringbone (70 mm),Price per SQM: £69.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
Selborne Extra Wide Plank (220 mm),WO51060TED,Ted Todd,85.304,85.304,115.0,Wood,Plank,Ted Todd Selborne Extra Wide Plank (220 mm),Price per SQM: £138.00 inc VAT; Locations: Richmond; Updated: 29-May-2024; Data synced from Rakata
Kielder Herringbone (100 mm),WO46865TED,Ted Todd,71.976,71.976,100.83333333333334,Wood,Herringbone,Ted Todd Kielder Herringbone (100 mm),Price per SQM: £121.00 inc VAT; Locations: Twickenham; Updated: 29-May-2024; Data synced from Rakata
